epoch,train_loss,train_dice,val_loss,val_dice,lat_norm2
1527,0.043227,0.9723,0.605252,0.7621,1.9631
1528,0.042415,0.9728,0.604310,0.7600,2.1822
1529,0.049668,0.9679,0.589066,0.7607,2.4313
1530,0.054809,0.9651,0.648198,0.7518,1.9395
1531,0.054471,0.9648,0.626048,0.7589,2.2749
1532,0.052610,0.9660,0.658273,0.7495,1.9912
1533,0.057182,0.9633,0.587670,0.7596,2.1836
1534,0.064264,0.9592,0.597214,0.7569,2.1042
1535,0.063060,0.9593,0.547463,0.7622,2.2791
1536,0.054790,0.9647,0.650338,0.7508,1.9516
1537,0.072471,0.9539,0.752562,0.7318,2.0354
1538,0.064065,0.9589,0.583344,0.7616,1.8234
1539,0.060886,0.9609,0.579547,0.7585,2.0279
1540,0.081489,0.9487,0.652787,0.7432,1.8636
1541,0.057981,0.9624,0.587869,0.7576,1.9103
1542,0.052059,0.9664,0.571009,0.7584,1.9783
1543,0.050934,0.9672,0.619303,0.7516,2.2464
1544,0.048714,0.9689,0.619718,0.7554,2.2078
1545,0.043220,0.9726,0.624528,0.7569,2.0289
1546,0.050567,0.9672,0.579790,0.7629,2.0957
1547,0.051733,0.9668,0.546458,0.7675,1.9068
1548,0.051403,0.9669,0.638104,0.7532,2.0951
1549,0.046392,0.9702,0.642194,0.7506,1.8264
1550,0.042822,0.9726,0.618598,0.7565,2.2929
1551,0.042331,0.9729,0.621780,0.7564,2.2655
1552,0.045425,0.9711,0.679834,0.7495,1.9773
1553,0.045820,0.9706,0.645606,0.7578,2.1263
1554,0.045940,0.9702,0.631522,0.7588,1.9341
1555,0.048442,0.9687,0.633579,0.7544,2.3016
1556,0.044402,0.9715,0.584689,0.7685,2.3171
1557,0.042834,0.9725,0.574781,0.7689,2.1278
1558,0.044137,0.9713,0.606059,0.7625,1.8834
1559,0.045460,0.9707,0.689672,0.7495,1.8912
1560,0.041834,0.9733,0.604512,0.7646,2.1403
1561,0.045155,0.9711,0.709549,0.7472,1.9071
1562,0.044654,0.9713,0.691524,0.7498,1.9567
1563,0.049295,0.9679,0.605440,0.7606,2.0042
1564,0.057168,0.9629,0.700740,0.7509,2.0094
1565,0.057393,0.9633,0.690358,0.7472,2.3323
1566,0.049417,0.9683,0.585947,0.7624,2.5767
1567,0.047786,0.9691,0.642414,0.7588,1.9085
1568,0.050813,0.9669,0.641398,0.7568,1.9356
1569,0.048042,0.9686,0.658252,0.7541,1.8385
1570,0.044163,0.9716,0.580775,0.7672,2.2263
1571,0.047270,0.9689,0.619353,0.7598,2.2245
1572,0.046617,0.9696,0.701930,0.7465,2.0433
1573,0.053674,0.9655,0.600358,0.7625,2.4727
1574,0.055465,0.9638,0.530813,0.7736,2.0216
1575,0.062587,0.9591,0.636358,0.7541,2.2978
1576,0.049929,0.9674,0.644169,0.7518,2.2837
1577,0.045761,0.9703,0.697633,0.7470,2.1755
1578,0.051084,0.9669,0.597759,0.7593,2.2665
1579,0.061654,0.9612,0.670763,0.7467,2.4339
1580,0.056544,0.9641,0.669567,0.7504,2.2481
1581,0.049669,0.9680,0.617486,0.7540,2.2139
1582,0.046715,0.9697,0.630848,0.7569,1.7349
1583,0.043133,0.9723,0.618923,0.7590,2.5254
1584,0.041135,0.9736,0.621465,0.7627,2.0969
1585,0.041948,0.9730,0.692779,0.7443,2.0858
1586,0.041434,0.9735,0.598305,0.7667,2.1755
1587,0.044019,0.9715,0.635586,0.7580,2.3316
1588,0.044993,0.9706,0.650784,0.7584,2.2229
1589,0.045269,0.9704,0.617882,0.7609,2.0751
1590,0.044028,0.9715,0.711991,0.7459,2.2582
1591,0.047020,0.9699,0.611877,0.7625,2.1023
1592,0.059924,0.9617,0.632205,0.7562,2.0914
1593,0.051978,0.9666,0.562173,0.7660,2.1966
1594,0.060566,0.9617,0.580704,0.7612,1.8777
1595,0.055738,0.9640,0.619679,0.7557,2.0333
1596,0.058369,0.9624,0.587360,0.7598,2.4275
1597,0.064508,0.9588,0.607175,0.7562,2.2396
1598,0.058516,0.9616,0.622083,0.7564,1.9037
1599,0.049915,0.9673,0.656868,0.7501,1.9664
1600,0.046893,0.9693,0.630935,0.7554,2.0999
1601,0.042427,0.9727,0.638189,0.7557,2.2816
1602,0.043600,0.9717,0.615357,0.7596,2.2399
1603,0.043430,0.9719,0.617938,0.7616,1.9020
1604,0.045678,0.9704,0.640682,0.7561,2.2777
1605,0.044694,0.9709,0.631964,0.7592,2.0438
1606,0.046150,0.9699,0.591050,0.7666,2.0720
1607,0.046511,0.9699,0.670301,0.7531,2.3362
1608,0.045391,0.9706,0.655839,0.7519,1.8492
1609,0.044332,0.9713,0.658384,0.7549,2.0749
1610,0.045212,0.9708,0.651140,0.7547,2.0645
1611,0.047595,0.9694,0.663905,0.7535,1.9915
1612,0.051274,0.9672,0.594553,0.7638,2.0250
1613,0.048392,0.9688,0.635876,0.7568,2.1215
1614,0.056020,0.9648,0.538519,0.7724,2.2708
1615,0.057989,0.9630,0.632331,0.7577,1.9312
1616,0.054511,0.9648,0.551945,0.7708,1.9601
1617,0.063129,0.9600,0.680895,0.7516,2.0974
1618,0.067866,0.9569,0.643720,0.7477,1.8177
1619,0.067875,0.9563,0.526157,0.7660,2.0873
1620,0.056789,0.9629,0.765722,0.7318,1.8709
1621,0.057994,0.9623,0.542062,0.7676,2.3242
1622,0.056186,0.9635,0.633098,0.7543,2.0368
1623,0.061095,0.9607,0.646021,0.7532,2.0224
1624,0.051681,0.9662,0.601804,0.7618,2.1869
1625,0.046819,0.9696,0.597666,0.7624,1.9947
1626,0.044780,0.9710,0.679460,0.7501,1.9207
1627,0.045554,0.9704,0.642963,0.7546,2.0304
1628,0.045039,0.9709,0.641307,0.7578,1.9564
1629,0.043249,0.9721,0.630000,0.7601,2.0981
1630,0.042054,0.9729,0.657433,0.7585,2.1520
1631,0.050549,0.9667,0.647097,0.7552,2.2687
1632,0.052974,0.9654,0.633022,0.7590,2.2487
1633,0.050448,0.9673,0.666826,0.7535,2.2129
1634,0.054594,0.9647,0.595520,0.7635,2.0867
1635,0.052943,0.9656,0.548876,0.7732,1.9193
1636,0.062065,0.9607,0.594176,0.7644,1.8678
1637,0.065650,0.9583,0.665682,0.7518,2.1116
1638,0.075916,0.9526,0.588068,0.7631,2.5091
1639,0.056697,0.9631,0.662626,0.7479,2.2755
1640,0.049465,0.9680,0.649339,0.7541,2.0583
1641,0.052318,0.9662,0.626562,0.7585,2.6076
1642,0.057584,0.9631,0.636741,0.7500,2.2735
1643,0.058025,0.9627,0.572217,0.7685,2.0072
1644,0.072418,0.9536,0.607942,0.7545,2.1080
1645,0.068758,0.9563,0.557056,0.7634,2.1448
1646,0.052429,0.9662,0.599580,0.7576,1.8409
1647,0.048715,0.9684,0.596073,0.7594,2.2637
1648,0.043255,0.9725,0.631576,0.7523,2.0124
1649,0.044925,0.9709,0.596756,0.7643,1.8457
1650,0.049439,0.9678,0.657222,0.7530,2.0815
1651,0.047189,0.9692,0.654788,0.7511,2.2255
1652,0.045989,0.9699,0.638126,0.7572,1.9461
1653,0.046519,0.9693,0.598874,0.7644,2.3571
1654,0.045345,0.9705,0.601907,0.7637,1.8181
1655,0.042922,0.9722,0.646034,0.7551,2.1153
1656,0.042205,0.9728,0.612824,0.7620,1.9225
1657,0.041781,0.9732,0.673251,0.7528,2.2780
1658,0.057063,0.9634,0.586425,0.7630,2.1967
1659,0.075999,0.9527,0.790993,0.7289,2.0933
1660,0.053216,0.9654,0.549210,0.7708,2.0188
1661,0.055558,0.9640,0.621596,0.7540,2.3889
1662,0.049083,0.9682,0.553689,0.7679,1.9631
1663,0.053717,0.9651,0.619537,0.7529,2.2979
1664,0.048408,0.9686,0.554336,0.7698,2.3654
1665,0.045811,0.9708,0.584446,0.7644,2.0851
1666,0.041204,0.9739,0.654378,0.7534,2.1362
1667,0.040968,0.9740,0.602392,0.7619,2.4682
1668,0.043245,0.9721,0.634010,0.7572,2.4307
1669,0.042651,0.9724,0.666543,0.7521,2.0437
1670,0.042961,0.9721,0.611806,0.7622,1.9049
1671,0.046263,0.9699,0.606241,0.7623,2.2883
1672,0.045712,0.9702,0.619254,0.7621,1.8227
1673,0.041567,0.9733,0.669255,0.7524,2.2742
1674,0.039403,0.9750,0.646097,0.7604,1.9811
1675,0.040209,0.9741,0.668722,0.7504,2.2756
1676,0.044836,0.9708,0.675659,0.7531,2.3060
1677,0.049355,0.9680,0.613751,0.7626,2.2405
1678,0.047837,0.9690,0.732029,0.7436,2.4469
1679,0.050250,0.9673,0.547854,0.7745,2.2530
1680,0.058503,0.9625,0.876796,0.7208,2.2670
1681,0.062510,0.9604,0.564611,0.7667,2.2232
1682,0.060742,0.9612,0.645078,0.7554,1.8626
1683,0.054948,0.9644,0.752744,0.7351,1.9388
1684,0.052796,0.9658,0.708456,0.7451,2.2600
1685,0.054574,0.9645,0.649258,0.7547,1.9437
1686,0.053985,0.9647,0.708386,0.7442,1.9656
1687,0.048921,0.9684,0.642344,0.7558,2.0022
1688,0.049690,0.9680,0.582722,0.7640,2.1327
1689,0.045120,0.9709,0.596019,0.7646,2.0421
1690,0.043830,0.9722,0.574435,0.7648,1.8698
1691,0.044863,0.9711,0.552802,0.7700,1.8523
1692,0.044084,0.9715,0.598784,0.7630,1.9616
1693,0.042134,0.9730,0.637137,0.7573,2.0045
1694,0.039257,0.9751,0.673531,0.7527,2.2633
1695,0.041711,0.9733,0.614597,0.7648,2.2347
1696,0.041201,0.9736,0.623884,0.7624,1.9223
1697,0.043832,0.9716,0.716981,0.7489,2.1965
1698,0.042115,0.9730,0.722701,0.7508,2.0041
1699,0.043776,0.9719,0.661423,0.7565,2.3025
1700,0.044977,0.9711,0.693483,0.7485,2.3820
1701,0.045464,0.9705,0.643435,0.7586,2.2067
1702,0.046007,0.9701,0.676312,0.7552,2.0158
1703,0.050192,0.9678,0.677747,0.7480,1.8652
1704,0.055281,0.9642,0.709313,0.7466,2.0609
1705,0.049088,0.9682,0.704424,0.7484,2.0859
1706,0.048652,0.9681,0.711186,0.7483,1.9258
1707,0.044468,0.9713,0.698646,0.7491,2.0548
1708,0.046799,0.9697,0.601689,0.7663,2.2282
1709,0.045290,0.9707,0.648484,0.7577,1.8954
1710,0.042699,0.9727,0.694899,0.7483,2.1300
1711,0.044264,0.9716,0.587696,0.7679,1.9141
1712,0.058413,0.9628,0.672809,0.7515,2.2608
1713,0.055951,0.9639,0.636834,0.7575,1.9088
1714,0.053413,0.9654,0.609478,0.7614,2.0263
1715,0.049109,0.9681,0.592635,0.7605,2.2216
1716,0.047966,0.9686,0.661473,0.7513,2.2778
1717,0.045112,0.9706,0.619547,0.7648,2.2955
1718,0.062388,0.9600,0.570086,0.7689,2.0260
1719,0.060142,0.9615,0.601815,0.7607,2.0820
1720,0.046129,0.9703,0.631602,0.7542,2.0543
1721,0.043480,0.9721,0.588922,0.7669,2.1582
1722,0.047207,0.9697,0.577026,0.7669,2.1177
1723,0.062776,0.9606,0.644147,0.7556,2.0748
1724,0.061503,0.9608,0.530885,0.7737,1.9309
1725,0.057145,0.9636,0.663586,0.7499,2.0674
1726,0.052527,0.9654,0.637252,0.7543,2.3175
1727,0.045611,0.9703,0.640053,0.7539,1.8069
1728,0.042966,0.9721,0.665114,0.7540,2.4712
1729,0.044194,0.9713,0.663492,0.7460,1.8939
1730,0.046596,0.9699,0.632621,0.7568,2.0204
1731,0.047965,0.9693,0.595549,0.7653,2.1430
